Date,Open,High,Low,Close,Adj Close,Volume
2021-03-10,1.189669,1.192506,1.187000,1.189791,1.189791,0
2021-03-11,1.192748,1.197777,1.191710,1.192606,1.192606,0
2021-03-12,1.198164,1.199041,1.191058,1.198610,1.198610,0
2021-03-15,1.195114,1.196544,1.191185,1.195000,1.195000,0
2021-03-16,1.192734,1.195300,1.188439,1.192577,1.192577,0
2021-03-17,1.190210,1.191800,1.188764,1.190165,1.190165,0
2021-03-18,1.198064,1.199100,1.191015,1.198279,1.198279,0
2021-03-19,1.191767,1.193745,1.187493,1.191824,1.191824,0
2021-03-22,1.188453,1.193745,1.187606,1.188312,1.188312,0
2021-03-23,1.193332,1.194315,1.186437,1.193303,1.193303,0
2021-03-24,1.184119,1.185115,1.181335,1.184021,1.184021,0
2021-03-25,1.181377,1.183012,1.177523,1.181307,1.181307,0
2021-03-26,1.177607,1.180401,1.177260,1.177662,1.177662,0
2021-03-29,1.178760,1.179357,1.176180,1.178800,1.178800,0
2021-03-30,1.176914,1.177579,1.171317,1.177101,1.177101,0
2021-03-31,1.172333,1.175862,1.170453,1.172360,1.172360,0
2021-04-01,1.172897,1.177579,1.171481,1.172883,1.172883,0
2021-04-02,1.177773,1.178700,1.175143,1.177995,1.177995,0
2021-04-05,1.176637,1.181614,1.173943,1.176817,1.176817,0
2021-04-06,1.181907,1.185536,1.179649,1.181893,1.181893,0
2021-04-07,1.187550,1.191469,1.186535,1.187423,1.187423,0
2021-04-08,1.187197,1.191483,1.186183,1.187366,1.187366,0
2021-04-09,1.191568,1.192321,1.186859,1.191568,1.191568,0
2021-04-12,1.189641,1.192037,1.187338,1.190051,1.190051,0
2021-04-13,1.191214,1.195314,1.188430,1.191469,1.191469,0
2021-04-14,1.195743,1.198193,1.195186,1.195414,1.195414,0
2021-04-15,1.198236,1.199314,1.195786,1.198610,1.198610,0
2021-04-16,1.197074,1.199472,1.195090,1.197175,1.197175,0
2021-04-19,1.196831,1.204819,1.194344,1.196945,1.196945,0
2021-04-20,1.204384,1.208167,1.202877,1.204529,1.204529,0
2021-04-21,1.203254,1.204529,1.200000,1.203239,1.203239,0
2021-04-22,1.203818,1.207001,1.200394,1.203775,1.203775,0
2021-04-23,1.201793,1.207799,1.201389,1.201475,1.201475,0
2021-04-26,1.208956,1.211827,1.206374,1.208985,1.208985,0
2021-04-27,1.207921,1.209190,1.205793,1.208167,1.208167,0
2021-04-28,1.208854,1.210214,1.205764,1.209031,1.209031,0
2021-04-29,1.213578,1.215214,1.210419,1.213592,1.213592,0
2021-04-30,1.212489,1.212856,1.202472,1.212709,1.212709,0
2021-05-03,1.202646,1.207799,1.201490,1.202776,1.202776,0
2021-05-04,1.205982,1.206300,1.200005,1.206127,1.206127,0
2021-05-05,1.201634,1.202935,1.198725,1.201504,1.201504,0
2021-05-06,1.200913,1.207001,1.199400,1.200797,1.200797,0
2021-05-07,1.206593,1.216545,1.205342,1.206855,1.206855,0
